Date,SalesRep,Region,Product,Color,Units,Revenue
2017-10-02,Adam,West,Quad,Clear,1,37.0
2017-10-02,Julie,South,Sunbell,Red,15,345.0
2017-10-02,Julie,West,Sunbell,Red,2,58.0
2017-10-02,Jessica,West,Bellen,Clear,3,71.85
2017-10-02,Nabil,West,Sunshine,Rainbow,2,42.9
2017-10-02,Jessica,West,Sunshine,Clear,2,42.9
2017-10-02,Mike,East,Sunshine,Rainbow,4,78.8
2017-10-02,Mike,West,Aspen,Blue,1,23.0
2017-10-02,Julie,West,Quad,Red,1,22.0
2017-10-02,Adam,West,Aspen,Purple,1,23.0
2017-10-02,Julie,West,Doublers,Rainbow,2,50.0
2017-10-02,Mike,East,Bellen,Purple,3,68.85
2017-10-02,Julie,South,Carlota,Red,1,25.95
2017-10-02,Nabil,South,Sunbell,Blue,2,51.0
2017-10-02,Mike,East,Quad,Red,3,99.0
2017-10-02,Nabil,West,Doublers,Clear,3,242.85
2017-10-02,Nicole,South,Quad,Rainbow,2,69.0
2017-10-03,Nicole,South,Bellen,Red,23,504.4
2017-10-03,Julie,East,Aspen,Blue,4,95.0
2017-10-03,Julie,South,Sunshine,Rainbow,1,22.95
2017-10-03,Nabil,South,Quad,Rainbow,3,105.0
2017-10-03,Julie,South,Quad,Red,2,71.0
2017-10-03,Julie,East,Quad,Purple,2,69.0
2017-10-03,Jessica,South,Bellen,Rainbow,7,163.65
2017-10-03,Jessica,South,Quad,Rainbow,2,69.0
2017-10-03,Jessica,East,Aspen,Blue,2,41.0
2017-10-03,Jessica,West,Carlota,Red,2,48.9
2017-10-03,Mike,East,Carlota,Red,3,68.85
2017-10-03,Julie,West,Quad,Rainbow,19,616.7
2017-10-03,Nicole,West,Bellen,Rainbow,3,93.0
2017-10-03,Adam,West,Sunbell,Purple,2,51.0
2017-10-03,Julie,West,Carlota,Red,3,71.85
2017-10-03,Adam,West,Bellen,Red,13,373.5
2017-10-03,Julie,East,Sunshine,Clear,1,21.95
2017-10-03,Adam,West,Sunbell,Purple,1,28.0
2017-10-03,Mike,West,Sunshine,Blue,3,62.85
2017-10-03,Nabil,West,Sunshine,Blue,2,42.9
2017-10-03,Julie,East,Quad,Clear,2,67.0
2017-10-03,Adam,South,Bellen,Red,1,25.95
2017-10-03,Mike,East,Aspen,Clear,3,72.0
2017-10-03,Nabil,West,Quad,Red,2,71.0
2017-10-03,Nabil,West,Doublers,Blue,2,50.0
2017-10-03,Nabil,South,Carlota,Red,3,71.85
2017-10-03,Julie,East,Aspen,Clear,3,60.0
2017-10-03,Mike,South,Sunshine,Red,3,62.85
2017-10-03,Jessica,West,Carlota,Red,2,48.9
2017-10-03,Mike,East,Aspen,Rainbow,2,43.0
2017-10-03,Adam,East,Doublers,Red,3,73.5
2017-10-03,Mike,East,Quad,Blue,1,36.0
2017-10-03,Nabil,South,Aspen,Red,3,63.0
2017-10-03,Nabil,South,Quad,Red,2,69.0
2017-10-03,Adam,South,Aspen,Red,2,43.0
2017-10-03,Julie,South,Quad,Rainbow,2,69.0
2017-10-03,Julie,West,Bellen,Clear,2,48.9
2017-10-03,Nicole,South,Bellen,Rainbow,3,90.0
2017-10-03,Nabil,West,Quad,Rainbow,2,69.0
2017-10-03,Adam,West,Sunbell,Clear,4,99.0
2017-10-03,Nicole,West,Carlota,Clear,2,48.9
2017-10-03,Nabil,West,Quad,Blue,3,105.0
2017-10-03,Julie,South,Bellen,Rainbow,4,94.8
2017-10-03,Mike,East,Doublers,Blue,2,48.0
2017-10-03,Julie,West,Sunshine,Purple,2,42.9
2017-10-03,Mike,East,Sunbell,Blue,1,26.0
2017-10-03,Adam,East,Quad,Clear,4,131.0
2017-10-03,Julie,East,Quad,Blue,1,35.0
2017-10-03,Mike,West,Aspen,Red,3,63.0
2017-10-03,Julie,West,Aspen,Red,3,78.0
2017-10-03,Adam,West,Sunbell,Blue,1,28.0
2017-10-03,Mike,West,Bellen,Purple,1,32.0
2017-10-03,Julie,West,Carlota,Rainbow,3,71.85
2017-10-03,Jessica,West,Sunbell,Red,3,75.0
2017-10-03,Nabil,West,Doublers,Blue,3,73.5
2017-10-04,Mike,East,Bellen,Rainbow,2,48.9
2017-10-04,Adam,East,Quad,Purple,2,67.0
2017-10-04,Jessica,South,Quad,Rainbow,2,69.0
2017-10-04,Adam,East,Sunbell,Purple,2,51.0
2017-10-04,Julie,East,Sunshine,Red,3,59.85
2017-10-04,Julie,South,Carlota,Clear,3,71.85
2017-10-04,Adam,South,Aspen,Red,1,23.0
2017-10-04,Jessica,South,Sunshine,Red,2,42.9
2017-10-04,Nicole,South,Bellen,Blue,3,93.0
2017-10-04,Nicole,South,Sunbell,Purple,2,51.0
2017-10-04,Adam,South,Quad,Clear,3,105.0
2017-10-04,Adam,East,Doublers,Rainbow,3,230.85
2017-10-04,Mike,West,Bellen,Red,2,48.9
2017-10-04,Nabil,South,Sunbell,Rainbow,1,27.0
2017-10-04,Adam,West,Quad,Clear,2,39.0
2017-10-04,Julie,West,Quad,Blue,2,71.0
2017-10-04,Nabil,South,Carlota,Clear,10,232.5
2017-10-04,Julie,West,Quad,Red,2,69.0
2017-10-04,Nabil,South,Quad,Clear,1,36.0
2017-10-04,Jessica,West,Sunshine,Blue,2,42.9
2017-10-04,Nicole,West,Quad,Blue,3,60.0
2017-10-04,Jessica,West,Quad,Purple,3,60.0
2017-10-04,Julie,South,Quad,Clear,2,69.0
2017-10-04,Julie,West,Bellen,Rainbow,1,25.95
2017-10-04,Jessica,West,Sunshine,Clear,1,22.95
2017-10-04,Mike,East,Sunshine,Rainbow,10,192.5
2017-10-04,Nabil,West,Bellen,Blue,3,93.0
2017-10-04,Jessica,West,Doublers,Rainbow,18,1370.1
2017-10-04,Nicole,West,Quad,Rainbow,2,71.0
2017-10-04,Nabil,South,Quad,Blue,20,630.0
2017-10-04,Julie,West,Bellen,Rainbow,3,93.0
2017-10-04,Julie,West,Doublers,Rainbow,3,242.85
2017-10-04,Julie,South,Sunshine,Rainbow,3,62.85
2017-10-04,Adam,East,Aspen,Rainbow,1,26.0
2017-10-04,Jessica,East,Quad,Blue,3,102.0
2017-10-04,Nicole,South,Carlota,Blue,2,48.9
2017-10-04,Julie,West,Carlota,Purple,2,48.9
2017-10-04,Adam,East,Carlota,Blue,3,71.85
2017-10-04,Nicole,South,Bellen,Rainbow,1,32.0
2017-10-04,Jessica,South,Sunbell,Clear,2,51.0
2017-10-04,Adam,South,Doublers,Red,3,73.5
2017-10-04,Nabil,South,Bellen,Red,3,71.85
2017-10-04,Julie,West,Bellen,Red,2,61.0
2017-10-04,Julie,West,Aspen,Rainbow,2,53.0
2017-10-04,Julie,West,Quad,Clear,1,21.0
2017-10-04,Julie,South,Doublers,Red,3,236.85
2017-10-04,Julie,South,Quad,Blue,1,36.0
2017-10-04,Nicole,West,Doublers,Red,2,50.0
2017-10-04,Julie,West,Quad,Blue,2,69.0
2017-10-04,Adam,East,Doublers,Rainbow,2,154.9
2017-10-04,Julie,West,Bellen,Red,19,417.2
2017-10-04,Mike,South,Aspen,Clear,1,23.0
2017-10-04,Jessica,West,Carlota,Red,2,48.9
2017-10-04,Jessica,West,Quad,Blue,2,39.0
2017-10-04,Julie,West,Sunbell,Blue,1,27.0
2017-10-05,Mike,East,Doublers,Blue,3,70.5
2017-10-05,Adam,East,Sunbell,Rainbow,3,82.5
2017-10-05,Jessica,East,Sunbell,Red,2,51.0
2017-10-05,Mike,South,Aspen,Rainbow,1,27.0
2017-10-05,Adam,East,Sunbell,Clear,22,556.96
2017-10-05,Nabil,East,Doublers,Blue,1,82.95
2017-10-05,Julie,South,Sunbell,Blue,1,30.5
2017-10-05,Mike,South,Quad,Red,3,102.0
2017-10-05,Nabil,South,Bellen,Clear,3,71.85
2017-10-05,Jessica,South,Sunbell,Rainbow,3,75.0
2017-10-05,Jessica,West,Bellen,Clear,3,71.85
2017-10-05,Nabil,South,Sunbell,Red,2,51.0
2017-10-05,Julie,West,Bellen,Red,21,601.5
2017-10-05,Jessica,East,Bellen,Rainbow,1,31.0
2017-10-05,Nabil,West,Sunbell,Red,3,78.0
2017-10-05,Jessica,South,Carlota,Blue,15,330.0
2017-10-05,Mike,East,Aspen,Red,3,72.0
2017-10-05,Mike,South,Aspen,Red,2,43.0
2017-10-05,Adam,West,Carlota,Rainbow,2,48.9
2017-10-05,Julie,West,Sunshine,Purple,2,42.9
2017-10-05,Nicole,West,Doublers,Blue,2,162.9
2017-10-05,Nabil,West,Bellen,Blue,3,71.85
2017-10-05,Julie,South,Carlota,Clear,2,48.9
2017-10-05,Nabil,South,Sunbell,Clear,1,27.0
2017-10-05,Mike,South,Sunbell,Rainbow,1,27.0
2017-10-05,Julie,South,Sunshine,Purple,2,42.9
2017-10-05,Nicole,East,Sunbell,Clear,2,51.0
2017-10-05,Julie,East,Sunbell,Red,2,51.0
2017-10-05,Julie,East,Bellen,Clear,3,71.85
2017-10-05,Nabil,West,Quad,Blue,1,37.0
2017-10-05,Nicole,East,Carlota,Rainbow,2,46.9
2017-10-05,Nabil,West,Carlota,Blue,3,71.85
2017-10-05,Julie,South,Sunbell,Rainbow,12,305.16
2017-10-05,Jessica,South,Sunbell,Rainbow,11,279.98
2017-10-05,Adam,West,Quad,Red,2,71.0
2017-10-05,Julie,East,Carlota,Red,2,48.9
2017-10-05,Jessica,West,Sunshine,Rainbow,17,325.15
2017-10-05,Julie,South,Quad,Blue,3,102.0
2017-10-05,Jessica,South,Sunshine,Blue,3,62.85
2017-10-05,Jessica,South,Sunshine,Red,2,42.9
2017-10-05,Nabil,South,Bellen,Clear,2,48.9
2017-10-05,Mike,West,Sunshine,Red,1,22.95
2017-10-05,Mike,East,Aspen,Rainbow,2,41.0
2017-10-05,Julie,West,Doublers,Rainbow,3,73.5
2017-10-05,Julie,South,Sunshine,Rainbow,1,22.95
2017-10-05,Adam,West,Sunshine,Clear,2,42.9
2017-10-05,Jessica,West,Sunbell,Rainbow,2,51.0
2017-10-05,Mike,West,Bellen,Red,2,48.9
2017-10-05,Nabil,West,Sunbell,Red,3,75.0
2017-10-05,Julie,West,Aspen,Blue,3,75.0
2017-10-05,Nabil,West,Carlota,Purple,3,71.85
2017-10-05,Nicole,West,Sunshine,Clear,2,42.9
2017-10-05,Nabil,South,Sunshine,Clear,4,82.8
2017-10-05,Jessica,West,Sunbell,Purple,3,78.0
2017-10-05,Julie,West,Carlota,Red,3,71.85
2017-10-05,Jessica,East,Sunshine,Clear,23,417.0
2017-10-05,Julie,West,Quad,Clear,2,71.0
2017-10-06,Mike,East,Carlota,Red,1,24.95
2017-10-06,Mike,South,Doublers,Red,4,97.0
2017-10-06,Mike,East,Sunshine,Red,3,62.85
2017-10-06,Nabil,South,Carlota,Rainbow,2,48.9
2017-10-06,Adam,South,Carlota,Rainbow,2,48.9
2017-10-06,Nabil,West,Quad,Blue,2,71.0
2017-10-06,Julie,South,Aspen,Clear,3,63.0
2017-10-06,Mike,West,Sunshine,Rainbow,1,22.95
2017-10-06,Jessica,West,Bellen,Red,2,61.0
2017-10-06,Nabil,South,Aspen,Clear,1,23.0
2017-10-06,Jessica,West,Carlota,Clear,3,71.85
2017-10-06,Mike,West,Carlota,Clear,2,48.9
2017-10-06,Nicole,West,Sunshine,Blue,2,42.9
2017-10-06,Jessica,West,Sunbell,Rainbow,2,51.0
2017-10-06,Julie,West,Quad,Blue,3,105.0
2017-10-06,Mike,West,Aspen,Clear,1,23.0
2017-10-06,Mike,West,Quad,Red,3,105.0
2017-10-06,Mike,West,Sunbell,Red,1,27.0
2017-10-06,Julie,South,Quad,Red,1,36.0
2017-10-06,Jessica,South,Carlota,Clear,11,242.8
2017-10-06,Adam,West,Bellen,Purple,3,71.85
2017-10-06,Jessica,South,Bellen,Red,2,48.9
2017-10-06,Mike,South,Quad,Rainbow,3,102.0
2017-10-06,Nabil,West,Aspen,Red,1,28.0
2017-10-06,Jessica,East,Sunshine,Rainbow,3,62.85
2017-10-06,Mike,East,Quad,Blue,2,67.0
2017-10-06,Mike,East,Bellen,Blue,2,46.9
2017-10-06,Adam,East,Carlota,Red,3,71.85
2017-10-06,Jessica,South,Sunshine,Blue,1,22.95
2017-10-06,Jessica,South,Doublers,Red,1,26.5
2017-10-06,Jessica,South,Aspen,Clear,3,75.0
2017-10-06,Mike,South,Aspen,Clear,3,63.0
2017-10-06,Mike,South,Quad,Red,2,69.0
2017-10-06,Mike,East,Quad,Blue,3,99.0
2017-10-06,Julie,West,Carlota,Red,8,186.6
2017-10-06,Nabil,West,Aspen,Blue,2,51.0
2017-10-06,Julie,West,Bellen,Rainbow,1,25.95
2017-10-06,Jessica,West,Quad,Purple,3,105.0
2017-10-06,Nabil,West,Aspen,Blue,1,28.0
2017-10-06,Julie,West,Sunshine,Red,2,42.9
2017-10-06,Nabil,West,Quad,Red,1,37.0
2017-10-06,Mike,South,Carlota,Blue,1,25.95
2017-10-06,Nicole,West,Aspen,Red,4,103.0
2017-10-06,Jessica,West,Carlota,Red,3,71.85
2017-10-06,Nabil,West,Bellen,Blue,2,48.9
2017-10-06,Jessica,West,Quad,Blue,1,36.0
2017-10-06,Adam,West,Quad,Red,3,105.0
2017-10-06,Mike,West,Sunbell,Blue,3,75.0
2017-10-06,Nabil,West,Sunbell,Blue,2,53.0
2017-10-06,Jessica,West,Sunbell,Blue,4,113.0
2017-10-06,Adam,East,Bellen,Blue,3,68.85
2017-10-06,Nabil,West,Quad,Red,2,71.0
2017-10-07,Julie,South,Quad,Rainbow,1,37.0
2017-10-07,Julie,East,Sunbell,Red,3,72.0
2017-10-07,Nabil,South,Bellen,Clear,3,71.85
2017-10-07,Julie,South,Bellen,Clear,8,243.0
2017-10-07,Nicole,East,Bellen,Red,3,90.0
2017-10-07,Mike,East,Sunbell,Red,2,49.0
2017-10-07,Jessica,East,Quad,Blue,3,102.0
2017-10-07,Julie,East,Sunbell,Clear,2,49.0
2017-10-07,Adam,South,Bellen,Purple,3,71.85
2017-10-07,Julie,South,Aspen,Purple,3,63.0
2017-10-07,Julie,East,Carlota,Blue,17,357.45
2017-10-07,Nabil,West,Quad,Rainbow,2,71.0
2017-10-07,Nabil,South,Bellen,Rainbow,1,32.0
2017-10-07,Julie,West,Sunshine,Blue,3,62.85
2017-10-07,Mike,West,Sunshine,Red,2,42.9
2017-10-07,Jessica,South,Quad,Blue,25,786.75
2017-10-07,Nabil,West,Carlota,Red,3,71.85
2017-10-07,Nabil,South,Sunshine,Purple,1,22.95
2017-10-07,Mike,West,Quad,Rainbow,1,36.0
2017-10-07,Mike,West,Sunbell,Red,2,58.0
2017-10-07,Julie,West,Carlota,Rainbow,4,94.8
2017-10-07,Jessica,East,Quad,Blue,4,131.0
2017-10-07,Julie,South,Doublers,Clear,13,280.94
2017-10-07,Julie,West,Doublers,Red,3,242.85
2017-10-07,Mike,East,Quad,Red,1,35.0
2017-10-07,Julie,East,Bellen,Red,2,46.9
2017-10-07,Mike,East,Carlota,Clear,3,71.85
2017-10-07,Jessica,East,Doublers,Rainbow,2,48.0
2017-10-07,Nabil,East,Bellen,Red,4,115.0
2017-10-07,Jessica,West,Quad,Rainbow,3,105.0
2017-10-07,Julie,South,Sunshine,Blue,2,42.9
2017-10-07,Mike,East,Doublers,Clear,4,306.8
2017-10-07,Nicole,West,Sunbell,Clear,3,78.0
2017-10-07,Julie,West,Sunshine,Purple,3,62.85
2017-10-07,Julie,South,Quad,Red,3,57.0
2017-10-07,Julie,South,Bellen,Red,2,48.9
2017-10-07,Jessica,West,Carlota,Rainbow,2,48.9
2017-10-07,Nabil,South,Aspen,Purple,2,51.0
2017-10-07,Nicole,South,Aspen,Clear,3,63.0
2017-10-07,Julie,East,Sunbell,Clear,2,49.0
2017-10-07,Mike,South,Doublers,Purple,23,516.59
2017-10-07,Nicole,West,Aspen,Red,2,45.0
2017-10-07,Adam,West,Carlota,Blue,2,48.9
2017-10-07,Jessica,East,Sunshine,Red,2,40.9
2017-10-07,Mike,South,Doublers,Blue,2,48.0
2017-10-07,Nabil,West,Quad,Red,2,71.0
2017-10-07,Jessica,West,Bellen,Red,1,32.0
2017-10-07,Mike,South,Sunbell,Red,3,75.0
2017-10-07,Julie,South,Carlota,Rainbow,1,25.95
2017-10-07,Adam,West,Sunshine,Clear,7,142.65
2017-10-07,Julie,West,Carlota,Red,3,71.85
2017-10-07,Julie,West,Quad,Rainbow,2,69.0
2017-10-07,Julie,West,Doublers,Blue,3,73.5
2017-10-07,Nicole,West,Bellen,Clear,2,63.0
2017-10-07,Nabil,West,Bellen,Rainbow,2,48.9
2017-10-07,Julie,South,Quad,Clear,1,36.0
2017-10-07,Nicole,West,Aspen,Clear,3,78.0
2017-10-07,Mike,West,Sunbell,Red,2,51.0
2017-10-07,Mike,West,Bellen,Rainbow,1,25.95
2017-10-07,Jessica,West,Aspen,Blue,2,45.0
2017-10-08,Jessica,East,Doublers,Rainbow,3,230.85
2017-10-08,Julie,East,Aspen,Blue,2,49.0
2017-10-08,Nicole,South,Sunshine,Blue,3,62.85
2017-10-08,Julie,East,Sunbell,Red,2,51.0
2017-10-08,Jessica,South,Carlota,Clear,3,71.85
2017-10-08,Nicole,South,Aspen,Clear,1,24.0
2017-10-08,Mike,East,Sunbell,Red,3,75.0
2017-10-08,Jessica,East,Bellen,Red,3,68.85
2017-10-08,Julie,South,Bellen,Purple,2,48.9
2017-10-08,Julie,South,Quad,Blue,1,36.0
2017-10-08,Julie,South,Bellen,Blue,3,71.85
2017-10-08,Nicole,South,Sunshine,Clear,3,62.85
2017-10-08,Adam,East,Sunbell,Purple,2,49.0
2017-10-08,Nicole,West,Bellen,Blue,2,48.9
2017-10-08,Mike,West,Quad,Blue,2,71.0
2017-10-08,Mike,West,Sunshine,Red,2,42.9
2017-10-08,Julie,South,Doublers,Purple,2,158.9
2017-10-08,Mike,West,Aspen,Red,2,43.0
2017-10-08,Nabil,South,Aspen,Red,5,123.0
2017-10-08,Julie,West,Quad,Clear,2,69.0
2017-10-08,Mike,West,Sunshine,Blue,1,22.95
2017-10-08,Adam,East,Quad,Clear,3,99.0
2017-10-08,Adam,West,Sunshine,Blue,4,82.8
2017-10-08,Julie,West,Aspen,Rainbow,1,28.0
2017-10-08,Jessica,West,Bellen,Blue,3,71.85
2017-10-08,Mike,East,Bellen,Blue,1,24.95
2017-10-08,Jessica,West,Quad,Purple,1,36.0
2017-10-08,Jessica,West,Quad,Red,3,105.0
2017-10-08,Nabil,South,Quad,Clear,18,567.3
2017-10-08,Mike,West,Sunshine,Red,2,42.9
2017-10-08,Nicole,West,Doublers,Rainbow,11,838.45
2017-10-08,Nabil,South,Quad,Clear,2,69.0
2017-10-08,Julie,West,Carlota,Rainbow,2,48.9
2017-10-08,Jessica,West,Aspen,Blue,3,66.0
2017-10-08,Mike,East,Doublers,Blue,3,73.5
2017-10-08,Adam,East,Bellen,Red,3,71.85
2017-10-08,Julie,West,Sunbell,Purple,2,58.0
2017-10-08,Jessica,East,Bellen,Purple,3,71.85
2017-10-08,Nabil,West,Quad,Purple,1,37.0
2017-10-08,Nabil,West,Sunshine,Blue,1,22.95
2017-10-08,Nabil,South,Sunbell,Blue,11,253.8
2017-10-08,Jessica,South,Doublers,Clear,3,73.5
2017-10-08,Jessica,East,Bellen,Rainbow,2,59.0
2017-10-08,Jessica,South,Sunbell,Rainbow,2,51.0
2017-10-08,Mike,East,Bellen,Blue,1,24.95
2017-10-08,Jessica,West,Sunbell,Purple,2,58.0
2017-10-08,Julie,South,Bellen,Blue,25,548.0
2017-10-08,Jessica,West,Sunshine,Clear,22,419.9
2017-10-08,Julie,West,Sunshine,Red,2,42.9
2017-10-08,Jessica,South,Doublers,Blue,4,314.8
2017-10-08,Julie,West,Carlota,Red,18,395.4
2017-10-08,Mike,West,Quad,Blue,1,36.0
2017-10-08,Mike,East,Sunbell,Blue,3,72.0
2017-10-08,Nabil,West,Sunbell,Blue,1,28.0
2017-10-08,Mike,West,Carlota,Clear,1,25.95
2017-10-08,Jessica,West,Carlota,Clear,3,71.85
2017-10-08,Julie,West,Aspen,Red,2,53.0
2017-10-08,Adam,East,Doublers,Blue,12,259.56
2017-10-08,Jessica,West,Sunbell,Red,3,75.0
2017-10-08,Jessica,South,Sunbell,Clear,3,75.0
2017-10-08,Nabil,South,Sunshine,Red,3,62.85
2017-10-08,Nicole,West,Bellen,Clear,3,71.85
2017-10-08,Adam,West,Sunshine,Red,2,42.9
2017-10-08,Jessica,West,Doublers,Blue,4,97.0
2017-10-08,Nabil,West,Doublers,Red,25,561.25
2017-10-08,Mike,South,Carlota,Blue,3,71.85
2017-10-08,Mike,East,Quad,Red,2,67.0
2017-10-09,Adam,East,Sunshine,Purple,3,62.85
2017-10-09,Julie,East,Sunbell,Clear,1,27.0
2017-10-09,Nabil,East,Sunshine,Clear,3,62.85
2017-10-09,Jessica,East,Sunbell,Red,3,75.0
2017-10-09,Julie,South,Doublers,Red,2,50.0
2017-10-09,Adam,South,Quad,Blue,24,778.2
2017-10-09,Nicole,South,Doublers,Clear,3,242.85
2017-10-09,Nicole,West,Quad,Purple,9,300.0
2017-10-09,Nabil,East,Aspen,Blue,3,72.0
2017-10-09,Julie,South,Bellen,Clear,1,25.95
2017-10-09,Jessica,West,Sunbell,Rainbow,5,123.0
2017-10-09,Adam,West,Sunshine,Blue,3,62.85
2017-10-09,Jessica,West,Sunbell,Red,2,51.0
2017-10-09,Adam,East,Carlota,Clear,1,24.95
2017-10-09,Nabil,South,Quad,Red,21,661.35
2017-10-09,Jessica,East,Doublers,Clear,1,25.5
2017-10-09,Julie,West,Sunbell,Clear,14,368.82
2017-10-09,Julie,East,Sunbell,Blue,2,49.0
2017-10-09,Adam,West,Aspen,Purple,2,43.0
2017-10-09,Mike,West,Bellen,Clear,2,61.0
2017-10-09,Mike,West,Quad,Clear,18,310.8
2017-10-09,Julie,West,Quad,Clear,2,39.0
2017-10-09,Adam,West,Doublers,Clear,2,162.9
2017-10-09,Mike,West,Carlota,Blue,3,71.85
2017-10-09,Nicole,West,Quad,Blue,14,455.2
2017-10-09,Julie,West,Carlota,Purple,2,48.9
2017-10-09,Julie,South,Bellen,Clear,2,48.9
2017-10-09,Julie,West,Bellen,Blue,2,63.0
2017-10-09,Nicole,East,Bellen,Blue,19,399.15
2017-10-09,Nicole,West,Bellen,Rainbow,6,183.0
2017-10-09,Julie,South,Sunshine,Purple,1,22.95
2017-10-09,Mike,East,Carlota,Clear,3,68.85
2017-10-09,Mike,South,Aspen,Red,1,23.0
2017-10-09,Julie,East,Sunshine,Red,2,42.9
2017-10-09,Adam,East,Aspen,Blue,1,26.0
2017-10-09,Nabil,East,Quad,Rainbow,2,67.0
2017-10-09,Nicole,West,Quad,Red,1,37.0
2017-10-09,Jessica,East,Carlota,Clear,3,71.85
2017-10-09,Nabil,East,Quad,Clear,3,102.0
2017-10-09,Mike,East,Doublers,Clear,3,70.5
2017-10-09,Julie,South,Sunbell,Blue,4,99.0
2017-10-09,Mike,South,Quad,Red,2,69.0
2017-10-09,Nabil,South,Sunbell,Blue,2,56.0
2017-10-09,Nabil,West,Sunbell,Clear,2,53.0
2017-10-09,Julie,West,Quad,Rainbow,2,71.0
2017-10-09,Nabil,West,Sunshine,Red,2,42.9
2017-10-09,Adam,West,Sunbell,Purple,1,30.5
2017-10-09,Nabil,West,Quad,Blue,3,105.0
2017-10-09,Jessica,East,Quad,Red,1,35.0
2017-10-09,Adam,West,Bellen,Rainbow,3,71.85
2017-10-09,Nicole,West,Carlota,Clear,1,25.95
2017-10-09,Julie,West,Carlota,Blue,2,48.9
2017-10-09,Jessica,West,Aspen,Rainbow,3,75.0
2017-10-09,Nicole,West,Doublers,Blue,3,242.85
2017-10-09,Jessica,West,Carlota,Red,2,48.9
2017-10-09,Nicole,South,Sunbell,Red,2,56.0
2017-10-10,Mike,South,Aspen,Blue,1,23.0
2017-10-10,Mike,South,Sunbell,Purple,3,78.0
2017-10-10,Nicole,South,Bellen,Clear,2,63.0
2017-10-10,Jessica,South,Doublers,Red,7,167.5
2017-10-10,Julie,South,Sunbell,Blue,2,53.0
2017-10-10,Jessica,South,Sunbell,Rainbow,2,58.0
2017-10-10,Mike,East,Aspen,Red,3,60.0
2017-10-10,Nicole,South,Sunbell,Red,3,75.0
2017-10-10,Nabil,South,Aspen,Red,3,63.0
2017-10-10,Nabil,South,Aspen,Red,2,43.0
2017-10-10,Jessica,South,Doublers,Clear,2,50.0
2017-10-10,Julie,East,Aspen,Red,1,26.0
2017-10-10,Jessica,South,Sunshine,Red,2,42.9
2017-10-10,Julie,West,Carlota,Red,3,71.85
2017-10-10,Nicole,South,Aspen,Rainbow,3,75.0
2017-10-10,Mike,West,Quad,Clear,1,36.0
2017-10-10,Mike,West,Bellen,Rainbow,2,48.9
2017-10-10,Nabil,West,Sunshine,Clear,1,22.95
2017-10-10,Jessica,East,Doublers,Red,3,230.85
2017-10-10,Mike,West,Aspen,Blue,2,43.0
2017-10-10,Nabil,West,Bellen,Clear,2,48.9
2017-10-10,Adam,East,Sunshine,Red,2,40.9
2017-10-10,Jessica,West,Aspen,Clear,2,53.0
2017-10-10,Jessica,West,Bellen,Clear,3,71.85
2017-10-10,Nicole,East,Bellen,Rainbow,2,46.9
2017-10-10,Nabil,South,Sunbell,Clear,3,75.0
2017-10-10,Julie,West,Quad,Blue,2,69.0
2017-10-10,Nabil,West,Doublers,Red,1,26.5
2017-10-10,Julie,West,Sunshine,Blue,2,42.9
2017-10-10,Nabil,South,Sunshine,Rainbow,2,42.9
2017-10-10,Mike,South,Sunshine,Purple,8,162.6
2017-10-10,Adam,South,Aspen,Blue,3,63.0
2017-10-10,Mike,East,Doublers,Rainbow,3,73.5
2017-10-10,Nabil,South,Sunbell,Red,2,51.0
2017-10-10,Nabil,East,Sunbell,Rainbow,1,29.5
2017-10-10,Jessica,East,Carlota,Red,3,68.85
2017-10-10,Nicole,East,Quad,Clear,3,102.0
2017-10-10,Julie,East,Carlota,Clear,2,48.9
2017-10-10,Mike,South,Bellen,Rainbow,2,48.9
2017-10-10,Jessica,West,Quad,Purple,3,105.0
2017-10-10,Julie,West,Bellen,Clear,8,186.6
2017-10-10,Adam,East,Quad,Purple,7,234.0
2017-10-10,Julie,East,Doublers,Red,22,473.36
2017-10-10,Julie,East,Sunshine,Clear,2,40.9
2017-10-10,Mike,South,Aspen,Clear,2,43.0
2017-10-10,Julie,West,Doublers,Clear,1,26.5
2017-10-10,Julie,East,Sunshine,Red,22,399.0
2017-10-10,Julie,West,Sunbell,Rainbow,2,58.0
2017-10-10,Nabil,West,Sunbell,Clear,2,53.0
2017-10-10,Nabil,West,Carlota,Red,3,71.85
2017-10-10,Jessica,South,Doublers,Clear,1,25.5
2017-10-10,Jessica,West,Aspen,Rainbow,2,53.0
2017-10-10,Nabil,South,Doublers,Red,3,236.85
2017-10-10,Nicole,West,Bellen,Red,1,32.0
2017-10-10,Nabil,West,Sunbell,Red,3,78.0
2017-10-10,Mike,West,Carlota,Red,2,48.9
2017-10-10,Mike,West,Quad,Red,14,441.9
2017-10-10,Jessica,West,Carlota,Blue,2,48.9
2017-10-10,Mike,West,Sunbell,Rainbow,2,53.0
2017-10-10,Julie,East,Sunbell,Blue,2,49.0
2017-10-10,Julie,West,Carlota,Clear,2,48.9
2017-10-10,Julie,West,Sunbell,Blue,1,27.0
2017-10-10,Jessica,West,Sunshine,Clear,3,62.85
2017-10-10,Julie,West,Sunbell,Purple,1,30.5
2017-10-10,Julie,West,Quad,Blue,3,57.0
2017-10-11,Nabil,South,Aspen,Purple,2,53.0
2017-10-11,Jessica,East,Carlota,Clear,1,25.95
2017-10-11,Mike,South,Quad,Blue,4,135.0
2017-10-11,Nabil,South,Aspen,Blue,4,99.0
